date,value,class
,41,
,41,
,38,
,38,
,41,
,41,
,41,
,41,
,40,
,79,
,83,
,75,
,75,
,75,
,79,
,74,
,75,
,76,
,75,
,78,
,76,
,78,
,81,
,75,
,80,
,82,
,83,
,82,
,79,
,78,
,75,
,75,
,84,
,78,
,79,
,77,
,77,
,79,
,75,
,72,
,75,
,80,
,75,
,75,
,76,
,71,
,76,
,58,
,55,
,55,
,53,
,55,
,50,
,44,
,44,
,41,
,44,
,41,
,43,
,44,
,43,
,43,
,41,
,44,
,41,
,44,
,44,
,43,
,40,
,38,
,40,
,41,
,42,
,42,
,44,
,41,
,40,
,43,
,40,
,43,
,50,
,41,
,38,
,37,
,38,
,39,
,40,
,38,
,39,
,37,
,40,
,38,
,38,
,52,
,54,
,52,
,53,
,54,
,54,
,53,
,54,
,48,
,56,
,50,
,51,
,48,
,48,
,41,
,39,
,39,
,41,
,43,
,40,
,42,
,49,
,52,
,50,
,50,
,40,
,41,
,44,
,40,
,41,
,39,
,40,
,48,
,56,
,55,
,49,
,42,
,40,
,44,
,45,
,40,
,40,
,44,
,26,
,26,
,28,
,21,
,24,
,20,
,19,
,19,
,17,
,15,
,16,
,18,
,15,
,13,
,18,
,15,
,11,
,10,
,15,
,15,
,22,
,21,
,20,
,12,
,12,
,12,
,14,
,14,
,12,
,12,
,10,
,12,
,8,
,12,
,14,
,13,
,12,
,10,
,11,
,9,
,9,
,12,
,11,
,8,
,9,
,12,
,8,
,10,
,14,
,17,
,16,
,17,
,33,
,38,
,39,
,41,
,40,
,38,
,38,
,39,
,38,
,40,
,39,
,41,
,44,
,46,
,46,
,43,
,44,
,44,
,50,
,53,
,49,
,59,
,64,
,63,
,65,
,61,
,52,
,57,
,56,
,56,
,56,
,61,
,53,
,56,
,59,
,57,
,57,
,55,
,57,
,57,
,54,
,50,
,42,
,41,
,40,
,49,
,52,
,49,
,48,
,53,
,51,
,54,
,55,
,54,
,56,
,49,
,45,
,50,
,41,
,44,
,51,
,40,
,41,
,39,
,38,
,38,
,39,
,37,
,38,
,40,
,37,
,37,
,38,
,39,
,22,
,25,
,33,
,20,
,23,
,23,
,21,
,15,
,23,
,24,
,21,
,27,
,22,
,23,
,20,
,26,
,32,
,28,
,32,
,29,
,21,
,24,
,28,
,28,
,25,
,38,
,31,
,32,
,20,
,21,
,17,
,21,
,23,
,20,
,30,
,32,
,32,
,38,
,38,
,41,
,38,
,41,
,38,
,39,
,40,
,39,
,38,
,42,
,54,
,53,
,54,
,49,
,56,
,51,
,49,
,50,
,53,
,54,
,52,
,50,
,53,
,24,
,20,
,33,
,39,
,37,
,37,
,41,
,40,
,40,
,40,
,39,
,37,
,38,
,38,
,39,
,41,
,37,
,39,
,27,
,32,
,31,
,30,
,37,
,39,
,38,
,27,
,33,
,32,
,24,
,12,
,15,
,39,
,41,
,37,
,37,
,41,
,31,
,38,
,41,
,38,
,38,
,39,
,38,
,39,
,38,
,41,
,41,
,43,
,39,
,43,
,41,
,43,
,41,
,28,
,24,
,20,
,24,
,20,
,32,
,30,
,41,
,33,
,39,
,33,
,5,
,11,
,39,
,30,
,14,
,20,
,31,
,13,
,11,
,45,
,48,
,45,
,59,
,60,
,61,
,45,
,66,
,64,
,62,
,61,
,61,
,57,
,31,
,22,
,19,
,16,
,47,
,24,
,42,
,20,
,40,
,42,
,42,
,34,
,42,
,40,
,19,
,34,
,16,
,61,
,65,
,33,
,62,
,83,
,84,
,74,
,67,
,72,
,67,
,76,
,79,
,63,
,65,
,78,
,74,
,62,
,92,
,95,
,87,
,80,
,84,
,83,
,84,
,81,
,82,
,83,
,84,
,80,
,75,
,67,
,63,
,60,
,61,
,46,
,62,
,62,
,27,
,34,
,27,
,42,
,66,
,63,
,62,
,61,
,73,
,71,
,71,
,70,
,67,
,69,
,64,
,65,
,69,
,68,
,73,
,70,
,67,
,65,
,75,
,77,
,78,
,78,
,75,
,76,
,71,
,69,
,63,
,69,
,57,
,67,
,66,
,63,
,50,
,51,
,42,
,42,
,40,
,42,
,41,
,58,
,65,
,68,
,61,
,62,
,62,
,61,
,64,
,61,
,50,
,60,
,51,
,62,
,42,
,65,
,62,
,64,
,65,
,69,
,65,
,59,
,61,
,71,
,60,
,62,
,56,
,57,
,50,
,49,
,44,
,43,
,46,
,44,
,50,
,56,
,62,
,55,
,56,
,56,
,58,
,54,
,55,
,55,
,54,
,56,
,56,
,55,
,55,
,54,
,56,
,42,
,35,
,36,
,44,
,41,
,42,
,39,
,39,
,40,
,47,
,69,
,63,
,61,
,59,
,59,
,65,
,63,
,38,
,43,
,43,
,48,
,48,
,38,
,46,
,40,
,42,
,37,
,18,
,14,
,21,
,27,
,19,
,22,
,23,
,17,
,22,
,21,
,35,
,39,
,41,
,35,
,37,
,33,
,27,
,30,
,35,
,31,
,29,
,28,
,24,
,27,
,16,
,21,
,22,
,19,
,37,
,42,
,39,
,39,
,31,
,36,
,48,
,33,
,30,
,24,
,26,
,23,
,24,
,21,
,29,
,26,
,33,
,25,
,31,
,28,
,35,
,27,
,21,
,23,
,17,
,13,
,11,
,10,
,14,
,14,
,15,
,19,
,14,
,11,
,11,
,13,
,19,
,12,
,17,
,15,
,13,
,19,
,18,
,14,
,11,
,17,
,9,
,15,
,12,
,14,
,15,
,21,
,28,
,26,
,24,
,23,
,28,
,49,
,56,
,52,
,54,
,52,
,47,
,51,
,48,
,42,
,42,
,41,
,36,
,36,
,29,
,32,
,31,
,34,
,35,
,33,
,29,
,25,
,23,
,24,
,27,
,21,
,21,
,24,
,26,
,23,
,24,
,20,
,18,
,15,
,13,
,19,
,28,
,31,
,26,
,29,
,34,
,37,
,29,
,36,
,33,
,35,
,34,
,37,
,42,
,42,
,37,
,37,
,43,
,38,
,35,
,31,
,24,
,24,
,21,
,25,
,28,
,24,
,23,
,20,
,14,
,18,
,15,
,13,
,18,
,17,
,14,
,17,
,26,
,19,
,18,
,21,
,17,
,22,
,19,
,19,
,18,
,19,
,22,
,19,
,18,
,21,
,19,
,26,
,27,
,24,
,19,
,21,
,18,
,16,
,21,
,18,
,18,
,21,
,19,
,23,
,25,
,25,
,23,
,31,
,36,
,39,
,39,
,48,
,53,
,54,
,54,
,47,
,53,
,54,
,49,
,44,
,46,
,43,
,47,
,44,
,42,
,39,
,36,
,32,
,29,
,29,
,33,
,29,
,37,
,39,
,38,
,34,
,34,
,37,
,33,
,31,
,27,
,27,
,22,
,16,
,20,
,18,
,21,
,16,
,15,
,17,
,28,
,37,
,34,
,32,
,27,
,23,
,22,
,26,
,17,
,19,
,19,
,15,
,24,
,39,
,40,
,38,
,42,
,26,
,41,
,40,
,27,
,24,
,25,
,38,
,16,
,22,
,19,
,23,
,25,
,27,
,26,
,30,
,41,
,32,
,31,
,37,
,31,
,32,
,40,
,40,
,40,
,44,
,41,
,63,
,53,
,62,
,56,
,67,
,63,
,56,
,55,
,52,
,56,
,59,
,61,
,54,
,55,
,47,
,64,
,29,
,28,
,31,
,32,
,26,
,25,
,24,
,26,
,23,
,18,
,20,
,18,
,21,
,17,
,20,
,19,
,17,
,22,
,22,
,11,
,16,
,16,
,12,
,18,
,24,
,24,
,31,
,30,
,32,
,28,
,36,
,36,
,37,
,29,
,29,
,31,
,33,
,32,
,40,
,41,
,41,
,40,
,39,
,37,
,39,
,37,
,59,
,55,
,44,
,56,
,47,
,38,
,41,
,44,
,37,
,33,
,31,
,39,
,44,
,54,
,74,
,67,
,63,
,74,
,67,
,71,
,55,
,35,
,42,
,31,
,54,
,44,
,30,
,36,
,8,
,11,
,24,
,40,
,15,
,30,
